,Car_name,Making Year,Fuel_Type,Kms,Engine,No. of owners,Transmission,Price
1542,Maruti Ertiga SHVS VDI,2015,Diesel,"1,14,167 kms",1248 CC,First Owner,Manual,5.64 Lakh*
1543,Tata Manza Club Class Quadrajet90 EX,2010,Diesel,"54,000 kms",1248 CC,Second Owner,Manual,1.9 Lakh*
1544,Honda Brio S MT,2012,Petrol,"60,000 kms",1198 CC,Second Owner,Manual,2.75 Lakh*
1545,Hyundai EON Era Plus,2018,Petrol,"27,450 kms",814 CC,First Owner,Manual,3.6 Lakh*
1546,Maruti Wagon R LX BSIII,2007,Petrol,"1,10,000 kms",1061 CC,Third Owner,Manual,1.5 Lakh*
1547,Toyota Innova Crysta 2016-2020 2.8 GX AT 8S BSIV,2019,Diesel,"47,000 kms",2755 CC,First Owner,Automatic,19 Lakh*
1548,Maruti Swift Dzire ZXI,2013,Petrol,"40,000 kms",1197 CC,First Owner,Manual,4.25 Lakh*
1549,Honda City i-VTEC CVT V,2017,Petrol,"16,000 kms",1497 CC,First Owner,Automatic,8.91 Lakh*
1550,Hyundai i20 Asta Opt,2020,Petrol,"7,000 kms",1197 CC,First Owner,Manual,9.61 Lakh*
1551,Honda Brio S MT,2013,Petrol,"72,000 kms",1198 CC,First Owner,Manual,3.41 Lakh*
1552,Hyundai Grand i10 Asta Option AT,2016,Petrol,"31,000 kms",1197 CC,First Owner,Automatic,5.65 Lakh*
1553,Volvo XC 90 D5 Inscription,2015,Diesel,"46,000 kms",1969 CC,First Owner,Automatic,48 Lakh*
1554,Mahindra Bolero 2011-2019 DI BSIII,2015,Diesel,"65,000 kms",2523 CC,First Owner,Manual,5.75 Lakh*
1555,Maruti Swift 1.3 VXI ABS,2011,Petrol,"75,000 kms",White,First Owner,Manual,3.42 Lakh*
1556,Hyundai i20 Asta Option Diesel,2017,Diesel,"48,800 kms",1396 CC,First Owner,Manual,6.9 Lakh*
1557,Mercedes-Benz E-Class E 220 CDI Avantgarde,2013,Diesel,"70,000 kms",2148 CC,Second Owner,Automatic,14 Lakh*
1558,Maruti SX4 S Cross DDiS 200 Alpha,2016,Diesel,"67,000 kms",1248 CC,First Owner,Manual,6.9 Lakh*
1559,Volkswagen Polo GT TSI BSIV,2020,Petrol,"26,000 kms",1197 CC,First Owner,Automatic,9.5 Lakh*
1560,Ford Endeavour 3.2 Titanium AT 4X4,2017,Diesel,"65,000 kms",3198 CC,First Owner,Automatic,27.5 Lakh*
1561,Hyundai Grand i10 Magna,2014,Petrol,"26,000 kms",1197 CC,First Owner,Manual,4.25 Lakh*
1562,Jeep Compass 2.0 Limited,2017,Diesel,"45,000 kms",1956 CC,First Owner,Manual,13.9 Lakh*
1563,Tata Tiago 1.2 Revotron XZA,2017,Petrol,"32,300 kms",1199 CC,First Owner,Automatic,5.5 Lakh*
1564,Mahindra XUV500 AT W10 FWD,2016,Diesel,"83,000 kms",2179 CC,First Owner,Automatic,9.75 Lakh*
1565,Hyundai i10 Magna 1.1 iTech SE,2014,Petrol,"60,000 kms",1086 CC,First Owner,Manual,3.61 Lakh*
1566,Hyundai EON Era Plus,2012,Petrol,"52,000 kms",814 CC,First Owner,Manual,1.9 Lakh*
1567,Tata Indica eLS,2013,Diesel,"1,55,500 kms",1396 CC,First Owner,Manual,1.1 Lakh*
1568,Chevrolet Spark 1.0 LS,2011,Petrol,"1,52,000 kms",995 CC,First Owner,Manual,1.21 Lakh*
1569,Volkswagen Polo Diesel Comfortline 1.2L,2011,Diesel,"1,30,000 kms",1199 CC,Third Owner,Manual,3 Lakh*
1570,Hyundai Verna 1.6 CRDi S,2016,Diesel,"1,20,000 kms",1582 CC,First Owner,Manual,7 Lakh*
1571,Mahindra Verito Vibe 1.5 dCi D4,2014,Diesel,"1,10,000 kms",1461 CC,First Owner,Manual,2.7 Lakh*
1572,Maruti Ciaz VDi Plus SHVS,2016,Diesel,"50,000 kms",1248 CC,First Owner,Manual,6 Lakh*
1573,Hyundai Xcent 1.1 CRDi S, ,Diesel,"90,000 kms",1120 CC,First Owner,Manual,3.9 Lakh*
1574,Toyota Innova 2.5 G (Diesel) 7 Seater, ,Diesel,"1,33,000 kms",2494 CC,First Owner,Manual,7.51 Lakh*
1575,Maruti Swift Dzire VDI Optional, ,Diesel,"83,000 kms",1248 CC,First Owner,Manual,4.75 Lakh*
1576,Tata Indica DLS, ,Diesel,"90,000 kms",1405 CC,Second Owner,Manual,"55,000*"
1577,Volkswagen Vento 1.5 TDI Highline, ,Diesel,"62,900 kms",1498 CC,First Owner,Manual,8.2 Lakh*
1578,Volkswagen Polo 1.2 MPI Highline, ,Petrol,"1,10,000 kms",1198 CC,Second Owner,Manual,4.1 Lakh*
1579,Hyundai EON Era, ,Petrol,"80,000 kms",814 CC,Second Owner,Manual,2.1 Lakh*
1580,Maruti Ertiga LDI, ,Diesel,"1,20,000 kms",1248 CC,Third Owner,Manual,3.75 Lakh*
1581,BMW 5 Series 530d Touring, ,Diesel,"74,000 kms",2993 CC,Third Owner,Automatic,6.5 Lakh*
1582,Tata Indigo eLX BS IV, ,Diesel,"30,000 kms",1396 CC,First Owner,Manual,5 Lakh*
1583,Maruti Alto STD, ,Petrol,"1,45,000 kms",796 CC,First Owner,Manual,"65,000*"
1584,Mahindra XUV500 AT W10 FWD, ,Diesel,"55,000 kms",2179 CC,First Owner,Automatic,14.4 Lakh*
1585,Toyota Innova 2.5 V Diesel 8-seater, ,Diesel,"1,20,000 kms",2494 CC,Second Owner,Manual,3.95 Lakh*
1586,Chevrolet Beat LT, ,Petrol,"1,20,000 kms",1199 CC,First Owner,Manual,"90,000*"
1587,BMW X1 sDrive 20d xLine, ,Diesel,"46,000 kms",1995 CC,Second Owner,Automatic,25 Lakh*
1588,Renault Duster 85PS Diesel RxL Optional, ,Diesel,"86,000 kms",1461 CC,Second Owner,Manual,3.9 Lakh*
1589,Honda Civic 1.8 V AT Sunroof, ,Petrol,"80,000 kms",1799 CC,Third Owner,Automatic,3.15 Lakh*
1590,Hyundai Santro Xing GL Plus, ,Petrol,"70,000 kms",1086 CC,Second Owner,Manual,1.8 Lakh*
1591,Hyundai Elantra SX AT, ,Petrol,"70,000 kms",1797 CC,Second Owner,Automatic,6.96 Lakh*
1592,Ford Aspire 1.2 Ti-VCT Titanium, ,Petrol,"10,000 kms",1196 CC,First Owner,Manual,6 Lakh*
1593,Ford Fiesta 1.4 Duratec EXI, ,Petrol,"1,70,000 kms",1388 CC,Second Owner,Manual,1.5 Lakh*
1594,Hyundai Grand i10 1.2 Kappa Sportz AT, ,Petrol,"1,00,000 kms",1197 CC,First Owner,Automatic,5.5 Lakh*
1595,Maruti Swift VDI, ,Diesel,"76,000 kms",1248 CC,Third Owner,Manual,3 Lakh*
1596,Maruti Alto 800 VXI Optional, ,Petrol,"25,000 kms",796 CC,First Owner,Manual,2.7 Lakh*
1597,Hyundai i20 2015-2017 Asta 1.2,2016,Petrol,"54,850 kms",1197 CC,First Owner,Manual,6.1 Lakh*
1598,Honda Jazz 1.2 VX i VTEC,2019,Petrol,"1,600 kms",1199 CC,First Owner,Manual,8.25 Lakh*
1599,Ford Endeavour 3.2 Trend AT 4X4,2017,Diesel,"60,000 kms",3198 CC,First Owner,Automatic,23 Lakh*
1600,Hyundai Creta 1.6 CRDi SX Plus,2017,Diesel,"66,000 kms",1582 CC,First Owner,Manual,11.5 Lakh*
1601,Hyundai Verna 1.6 SX,2014,Diesel,"61,000 kms",1582 CC,Second Owner,Manual,6.5 Lakh*
1602,Maruti Esteem Vxi - BSIII,2007,Petrol,"65,000 kms",1298 CC,Second Owner,Manual,1.4 Lakh*
1603,Volkswagen Vento 1.5 TDI Highline AT,2016,Diesel,"55,000 kms",1498 CC,First Owner,Automatic,8.6 Lakh*
1604,Land Rover Range Rover Evoque HSE Dynamic,2015,Diesel,"42,000 kms",2179 CC,First Owner,Automatic,32 Lakh*
1605,Ford Figo Petrol EXI,2013,Petrol,"32,000 kms",1196 CC,First Owner,Manual,2.95 Lakh*
1606,Toyota Innova 2.5 G (Diesel) 7 Seater,2014,Diesel,"93,534 kms",2494 CC,First Owner,Manual,12 Lakh*
1607,Ford Endeavour 2.2 Titanium AT 4X2,2017,Diesel,"41,000 kms",2198 CC,First Owner,Automatic,23.4 Lakh*
1608,Honda Amaze 2016-2021 SX i DTEC,2016,Diesel,"27,000 kms",1498 CC,First Owner,Manual,6.5 Lakh*
1609,Maruti Alto K10 2010-2014 VXI,2011,Petrol,"42,364 kms",998 CC,Second Owner,Manual,2.25 Lakh*
1610,Hyundai Creta 1.6 CRDi SX,2016,Diesel,"69,000 kms",1582 CC,First Owner,Manual,10.9 Lakh*
1611,Hyundai Santa Fe 4X2,2012,Diesel,"1,03,000 kms",2199 CC,First Owner,Manual,6.7 Lakh*
1612,Maruti Alto 800 LXI,2015,Petrol,"51,000 kms",796 CC,First Owner,Manual,2.9 Lakh*
1613,Maruti Swift Dzire AMT ZDI,2016,Diesel,"75,000 kms",1248 CC,First Owner,Automatic,5.9 Lakh*
1614,Hyundai i20 1.2 Sportz,2011,Petrol,"60,000 kms",1197 CC,Second Owner,Manual,3.4 Lakh*
1615,Renault Triber RXT,2019,Petrol,"24,000 kms",999 CC,First Owner,Manual,6.5 Lakh*
1616,Toyota Innova Crysta 2016-2020 2.4 ZX AT,2020,Diesel,"2,500 kms",2393 CC,First Owner,Automatic,28 Lakh*
1617,Toyota Fortuner 3.0 Diesel,2010,Diesel,"1,85,000 kms",2982 CC,First Owner,Manual,11.25 Lakh*
1618,Toyota Corolla Altis D-4D G,2013,Diesel,"1,50,000 kms",1364 CC,First Owner,Manual,6.5 Lakh*
1619,Tata Indica Vista Aqua 1.3 Quadrajet,2010,Diesel,"1,10,890 kms",1248 CC,First Owner,Manual,2.1 Lakh*
1620,Maruti Ertiga ZXI Plus,2016,Petrol,"27,000 kms",1462 CC,First Owner,Manual,7.3 Lakh*
1621,Maruti Swift Dzire VXI 1.2 BS IV,2018,Petrol,"43,804 kms",1197 CC,First Owner,Manual,6.2 Lakh*
1622,Honda WR-V i-DTEC VX,2017,Diesel,"43,000 kms",1498 CC,First Owner,Manual,8.75 Lakh*
1623,Hyundai Creta 1.6 CRDi SX Plus,2016,Diesel,"1,00,000 kms",1582 CC,First Owner,Manual,9 Lakh*
1624,Skoda Superb 2.8 V6 AT,2011,Petrol,"1,28,000 kms",2771 CC,First Owner,Automatic,6.5 Lakh*
1625,Volkswagen Polo GT TSI,2017,Petrol,"20,000 kms",1197 CC,First Owner,Automatic,8 Lakh*
1626,Honda City 1.5 S MT,2009,Petrol,"76,165 kms",1497 CC,Second Owner,Manual,3.6 Lakh*
1627,Toyota Innova Crysta 2016-2020 2.4 ZX MT,2016,Diesel,"1,08,666 kms",2393 CC,First Owner,Manual,16.8 Lakh*
1628,Fiat Grande Punto 1.3 Dynamic (Diesel),2013,Diesel,"68,803 kms",1248 CC,First Owner,Manual,3.5 Lakh*
1629,Jaguar XF 3.0 Litre S Premium Luxury,2012,Diesel,"59,000 kms",2993 CC,Second Owner,Automatic,21 Lakh*
1630,Ford EcoSport 1.5 DV5 MT Titanium,2013,Diesel,"75,291 kms",1498 CC,First Owner,Manual,5.2 Lakh*
1631,Maruti Swift ZDI BSIV,2017,Diesel,"81,000 kms",1248 CC,First Owner,Manual,6.25 Lakh*
1632,Hyundai i10 Era,2008,Petrol,"78,000 kms",1086 CC,Second Owner,Manual,2.25 Lakh*
1633,Honda Jazz V Diesel,2018,Diesel,"29,055 kms",1498 CC,First Owner,Manual,7.5 Lakh*
1634,Volkswagen Polo 2015-2019 1.0 MPI Highline Plus,2018,Petrol,"35,000 kms",999 CC,First Owner,Manual,6.9 Lakh*
1635,Maruti Ertiga ZDI,2016,Diesel,"63,000 kms",1248 CC,First Owner,Manual,8.5 Lakh*
1636,Maruti Wagon R VXI 1.2,2018,Petrol,"4,500 kms",1197 CC,First Owner,Manual,4.95 Lakh*
1637,Ford EcoSport 1.5 DV5 MT Titanium,2014,Diesel,"58,000 kms",1498 CC,Second Owner,Manual,6.35 Lakh*
1638,Honda Jazz 1.2 VX i VTEC,2016,Petrol,"43,000 kms",1199 CC,First Owner,Manual,6.25 Lakh*
1639,Ford Figo Petrol ZXI,2010,Petrol,"22,000 kms",1196 CC,First Owner,Manual,3.1 Lakh*
1640,Maruti Baleno Delta 1.2,2016,Petrol,"54,000 kms",1197 CC,First Owner,Manual,6.1 Lakh*
1641,Honda Brio VX AT,2015,Petrol,"37,000 kms",1198 CC,Second Owner,Automatic,4.6 Lakh*
1642,Maruti Zen Estilo 1.1 VXI BSIII,2008,Petrol,"40,000 kms",1061 CC,Second Owner,Manual,2.2 Lakh*
1643,Honda Amaze 2016-2021 S i-VTEC,2017,Petrol,"31,000 kms",1198 CC,First Owner,Manual,6 Lakh*
1644,Hyundai Creta 1.6 SX Option Diesel,2018,Diesel,"79,900 kms",1582 CC,First Owner,Manual,12.5 Lakh*
1645,Honda Amaze VX O i VTEC,2015,Petrol,"49,000 kms",1198 CC,First Owner,Manual,5.7 Lakh*
1646,Hyundai Grand i10 Magna,2014,Petrol,"37,000 kms",1197 CC,Second Owner,Manual,4.4 Lakh*
1647,Honda Jazz 1.2 V i VTEC,2016,Petrol,"41,000 kms",1199 CC,First Owner,Manual,5.95 Lakh*
1648,Maruti Swift VDI,2015,Diesel,"76,000 kms",1248 CC,First Owner,Manual,5.4 Lakh*
1649,Honda Jazz 1.2 V AT i VTEC,2016,Petrol,"45,000 kms",1199 CC,First Owner,Automatic,6.9 Lakh*
1650,Hyundai EON Era Plus,2014,Petrol,"38,000 kms",814 CC,First Owner,Manual,3.35 Lakh*
1651,Nissan Micra Diesel XV,2013,Diesel,"34,000 kms",1461 CC,First Owner,Manual,3.95 Lakh*
1652,Toyota Innova Crysta 2016-2020 2.8 AT Touring Sport BSIV,2017,Diesel,"78,119 kms",2755 CC,First Owner,Automatic,19 Lakh*
1653,Renault Duster 85PS Diesel RxS,2019,Diesel,"16,000 kms",1461 CC,First Owner,Manual,10.9 Lakh*
1654,Hyundai Creta 1.6 EX Petrol,2018,Petrol,"39,000 kms",1591 CC,First Owner,Manual,8.6 Lakh*
1655,Maruti Alto LXi,2006,Petrol,"91,500 kms",796 CC,Second Owner,Manual,1.4 Lakh*
1656,Maruti Ritz VXI,2010,Petrol,"65,000 kms",1197 CC,First Owner,Manual,2.85 Lakh*
1657,Hyundai Santro LE zipPlus,2000,Petrol,"68,000 kms",999 CC,Second Owner,Manual,"65,000*"
1658,Hyundai Creta 1.6 CRDi SX Option,2016,Diesel,"44,000 kms",1582 CC,First Owner,Manual,11.45 Lakh*
1659,Hyundai i20 Sportz Option,2010,Petrol,"68,000 kms",1197 CC,Second Owner,Manual,3.5 Lakh*
1660,Datsun GO T BSIV,2014,Petrol,"20,000 kms",1198 CC,First Owner,Manual,3.3 Lakh*
1661,Ford EcoSport 1.5 Petrol Titanium Plus BSIV,2018,Petrol,"20,000 kms",1497 CC,First Owner,Manual,10.9 Lakh*
1662,Maruti Ciaz 1.4 Alpha,2017,Petrol,"34,000 kms",1373 CC,First Owner,Manual,8 Lakh*
1663,Honda Jazz 1.2 V i VTEC,2016,Petrol,"33,000 kms",1199 CC,First Owner,Manual,6.15 Lakh*
1664,Hyundai Verna VTVT 1.6 SX Option,2019,Petrol,"10,000 kms",1591 CC,First Owner,Manual,11.95 Lakh*
1665,Volkswagen Vento Diesel Trendline,2012,Diesel,"42,000 kms",1598 CC,First Owner,Manual,4.95 Lakh*
1666,Honda City i VTEC V,2016,Petrol,"32,000 kms",1497 CC,First Owner,Manual,8.15 Lakh*
1667,Hyundai Creta 1.6 VTVT E Plus,2018,Petrol,"15,000 kms",1591 CC,First Owner,Manual,8.65 Lakh*
1668,Hyundai Grand i10 AT Asta,2016,Petrol,"55,599 kms",1197 CC,First Owner,Automatic,4.85 Lakh*
1669,Toyota Etios VX,2012,Petrol,"1,00,000 kms",1496 CC,First Owner,Manual,3.9 Lakh*
1670,Hyundai Grand i10 Asta,2016,Petrol,"43,000 kms",1197 CC,Second Owner,Manual,4.65 Lakh*
1671,Maruti Swift ZXI,2017,Petrol,"39,900 kms",1197 CC,First Owner,Manual,6 Lakh*
1672,Ford EcoSport 1.0 Ecoboost Titanium Plus BSIV,2017,Petrol,"17,000 kms",999 CC,First Owner,Manual,7.2 Lakh*
1673,Volkswagen Polo 1.2 MPI Comfortline,2014,Petrol,"65,000 kms",1198 CC,First Owner,Manual,4.75 Lakh*
1674,Maruti Swift VDI,2013,Diesel,"85,000 kms",1248 CC,First Owner,Manual,4 Lakh*
1675,Volkswagen Polo 2015-2019 GT TSI,2014,Petrol,"29,000 kms",1197 CC,Second Owner,Automatic,6.2 Lakh*
1676,Volkswagen Polo 1.2 MPI Comfortline,2018,Petrol,"70,000 kms",1199 CC,First Owner,Manual,5.7 Lakh*
1677,BMW 3 Series 320d,2011,Diesel,"92,000 kms",1995 CC,First Owner,Automatic,7.75 Lakh*
1678,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2019,Petrol,"15,000 kms",1197 CC,First Owner,Manual,5.75 Lakh*
1679,Maruti Swift AMT VXI,2019,Petrol,"21,000 kms",1197 CC,First Owner,Automatic,6.9 Lakh*
1680,Mahindra TUV 300 mHAWK100 T8 AMT,2016,Diesel,"38,000 kms",1493 CC,First Owner,Automatic,8.75 Lakh*
1681,Maruti Baleno Zeta 1.2,2018,Petrol,"34,000 kms",1197 CC,First Owner,Manual,6.9 Lakh*
1682,Maruti Alto K10 2010-2014 VXI,2013,Petrol,"23,800 kms",998 CC,First Owner,Manual,2.65 Lakh*
1683,Volkswagen Vento 1.2 TSI Highline BSIV,2020,Petrol,"2,690 kms",1197 CC,First Owner,Automatic,13.59 Lakh*
1684,Maruti Alto K10 LX,2015,Petrol,"21,093 kms",998 CC,Second Owner,Manual,3.1 Lakh*
1685,Volkswagen Vento 1.6 Highline Plus,2018,Petrol,"31,000 kms",1598 CC,First Owner,Manual,9.5 Lakh*
1686,Maruti Wagon R VXI,2013,Petrol,"47,238 kms",998 CC,First Owner,Manual,3.4 Lakh*
1687,New Skoda Rapid 1.0 TSI Ambition AT,2018,Petrol,"13,500 kms",999 CC,First Owner,Automatic,9.9 Lakh*
1688,Hyundai i10 Magna,2008,Petrol,"70,454 kms",1197 CC,Second Owner,Manual,1.9 Lakh*
1689,Tata Nexon 1.5 Revotorq XE,2017,Diesel,"48,000 kms",1497 CC,First Owner,Manual,6.95 Lakh*
1690,Hyundai i20 1.2 Spotz,2017,Petrol,"45,000 kms",1197 CC,First Owner,Manual,6.45 Lakh*
1691,Maruti Celerio ZXI AT,2016,Petrol,"35,000 kms",998 CC,First Owner,Automatic,4.25 Lakh*
1692,Toyota Corolla H2,2004,Petrol,"1,15,000 kms",1794 CC,First Owner,Manual,2.25 Lakh*
1693,Honda City 1.5 S MT,2011,Petrol,"75,000 kms",1497 CC,First Owner,Manual,4.6 Lakh*
1694,Chevrolet Beat Diesel LT,2013,Diesel,"49,000 kms",936 CC,First Owner,Manual,2.9 Lakh*
1695,Toyota Fortuner 2016-2021 2.8 2WD MT BSIV,2017,Diesel,"72,000 kms",2755 CC,First Owner,Manual,26.98 Lakh*
1696,Maruti Ciaz 1.3 Sigma,2018,Diesel,"50,000 kms",1248 CC,First Owner,Manual,7.7 Lakh*
1697,Hyundai i20 Magna,2013,Petrol,"53,000 kms",1197 CC,First Owner,Manual,4.2 Lakh*
1698,Maruti Swift Dzire VXI,2014,Petrol,"25,000 kms",1197 CC,First Owner,Manual,5 Lakh*
1699,Volkswagen Vento Diesel Highline,2012,Diesel,"49,000 kms",1598 CC,First Owner,Manual,5.65 Lakh*
1700,Honda Jazz 1.2 V i VTEC,2015,Petrol,"85,910 kms",1199 CC,First Owner,Manual,5.1 Lakh*
1701,Skoda Rapid 1.5 TDI Ambition,2014,Diesel,"49,000 kms",1498 CC,First Owner,Manual,5.4 Lakh*
1702,Maruti Baleno Zeta 1.2,2018,Petrol,"17,000 kms",1197 CC,First Owner,Manual,7.5 Lakh*
1703,Volkswagen Vento 1.5 TDI Highline,2013,Diesel,"91,000 kms",1498 CC,First Owner,Manual,4.9 Lakh*
1704,Ford Fiesta Classic 1.4 Duratorq CLXI,2011,Diesel,"63,000 kms",1399 CC,First Owner,Manual,3.4 Lakh*
1705,Toyota Innova Crysta 2016-2020 2.4 ZX AT,2017,Diesel,"46,000 kms",2393 CC,First Owner,Automatic,20.5 Lakh*
1706,Toyota Innova Crysta 2016-2020 2.8 ZX AT BSIV,2016,Diesel,"1,00,000 kms",2755 CC,First Owner,Automatic,18.9 Lakh*
1707,Hyundai Grand i10 Sportz Plus,2017,Petrol,"12,000 kms",1197 CC,First Owner,Manual,5.25 Lakh*
1708,Maruti Eeco 7 Seater Standard BSIV,2013,Petrol,"32,000 kms",1196 CC,First Owner,Manual,3.5 Lakh*
1709,BMW 7 Series Signature 730Ld,2016,Diesel,"40,000 kms",2993 CC,First Owner,Automatic,60 Lakh*
1710,Renault KWID 1.0 RXT Optional,2017,Petrol,"20,000 kms",999 CC,First Owner,Manual,3.85 Lakh*
1711,Hyundai Creta 1.4 EX Diesel,2019,Diesel,"55,000 kms",1396 CC,First Owner,Manual,10 Lakh*
1712,Mahindra TUV 300 T8 AMT,2019,Diesel,"50,000 kms",1493 CC,First Owner,Automatic,9.45 Lakh*
1713,Hyundai i20 2015-2017 Magna AT 1.4,2016,Petrol,"62,000 kms",1368 CC,First Owner,Automatic,6.5 Lakh*
1714,Skoda Laura 2.0 TDI AT L and K,2011,Diesel,"76,000 kms",1968 CC,First Owner,Automatic,9 Lakh*
1715,Ford EcoSport 1.5 Diesel Trend,2018,Diesel,"25,000 kms",1498 CC,First Owner,Manual,8.25 Lakh*
1716,Toyota Corolla Altis VL AT,2017,Petrol,"19,000 kms",1798 CC,First Owner,Automatic,15.5 Lakh*
1717,Honda City i VTEC V,2012,Petrol,"92,000 kms",1497 CC,First Owner,Manual,5.2 Lakh*
1718,Nissan Micra Active XV,2017,Petrol,"21,200 kms",1198 CC,First Owner,Manual,4.3 Lakh*
1719,Honda Jazz 1.2 VX i VTEC,2019,Petrol,"1,600 kms",1199 CC,First Owner,Manual,8.5 Lakh*
1720,Renault Duster 110PS Diesel RxZ AWD,2017,Diesel,"24,000 kms",1461 CC,First Owner,Manual,9.5 Lakh*
1721,BMW 5 Series GT 530d LE,2011,Diesel,"84,000 kms",2993 CC,First Owner,Automatic,27 Lakh*
1722,Hyundai Verna CRDi 1.6 SX Option,2019,Diesel,"35,000 kms",1582 CC,First Owner,Manual,12.75 Lakh*
1723,Hyundai i20 Asta Option,2017,Petrol,"35,000 kms",1197 CC,First Owner,Manual,6.9 Lakh*
1724,Ford EcoSport 1.5 Petrol Titanium AT,2016,Petrol,"44,000 kms",1496 CC,First Owner,Automatic,7.75 Lakh*
1725,Hyundai i10 Sportz,2008,Petrol,"52,000 kms",1197 CC,First Owner,Manual,2.4 Lakh*
1726,Maruti 800 AC BSII,2003,Petrol,"63,000 kms",796 CC,Second Owner,Manual,"82,000*"
1727,Volkswagen Ameo 1.0 MPI Highline,2016,Petrol,"48,000 kms",999 CC,First Owner,Manual,5.95 Lakh*
1728,Toyota Innova Crysta 2016-2020 2.8 ZX AT BSIV,2019,Diesel,"12,100 kms",2755 CC,First Owner,Automatic,25 Lakh*
1729,Hyundai i10 Sportz AT,2013,Petrol,"24,000 kms",1197 CC,First Owner,Automatic,3.45 Lakh*
1730,Toyota Corolla Altis Petrol LE,2011,Petrol,"48,750 kms",1798 CC,Second Owner,Manual,4.7 Lakh*
1731,Mahindra TUV 300 T8,2017,Diesel,"40,000 kms",1493 CC,First Owner,Manual,8.85 Lakh*
1732,Hyundai i20 1.2 Magna Executive,2019,Petrol,"31,000 kms",1197 CC,First Owner,Manual,6.5 Lakh*
1733,Skoda Rapid 1.6 MPI Ambition,2015,Petrol,"55,000 kms",1598 CC,First Owner,Manual,5.5 Lakh*
1734,Tata Zest Revotron 1.2 XT,2016,Petrol,"59,000 kms",1193 CC,First Owner,Manual,4.25 Lakh*
1735,Maruti Baleno Delta 1.2,2018,Petrol,"25,000 kms",1197 CC,First Owner,Manual,6.15 Lakh*
1736,Maruti Ritz VDi,2009,Diesel,"1,14,098 kms",1248 CC,Second Owner,Manual,1.7 Lakh*
1737,Mercedes-Benz C-Class Progressive C 220d,2013,Diesel,"45,000 kms",1950 CC,Second Owner,Automatic,13.9 Lakh*
1738,Honda WR-V i-VTEC VX,2017,Petrol,"45,000 kms",1199 CC,First Owner,Manual,8 Lakh*
1739,Renault KWID RXL,2018,Petrol,"25,000 kms",799 CC,First Owner,Manual,3.55 Lakh*
1740,Honda Brio V MT,2014,Petrol,"55,000 kms",1198 CC,First Owner,Manual,3.75 Lakh*
1741,Nissan Micra Diesel XL,2016,Diesel,"63,000 kms",1461 CC,First Owner,Manual,4.5 Lakh*
1742,Toyota Innova Crysta 2016-2020 2.4 VX MT 8S BSIV,2016,Diesel,"77,000 kms",2393 CC,First Owner,Manual,17.2 Lakh*
1743,Toyota Fortuner 4x4 AT,2014,Diesel,"69,000 kms",2982 CC,First Owner,Automatic,17.9 Lakh*
1744,Maruti XL6 Alpha AT,2020,Petrol,"23,800 kms",1462 CC,First Owner,Automatic,12 Lakh*
1745,Hyundai i10 Era,2012,Petrol,"97,000 kms",1086 CC,First Owner,Manual,2.8 Lakh*
1746,Maruti Alto K10 2010-2014 VXI,2013,Petrol,"20,000 kms",998 CC,First Owner,Manual,2.95 Lakh*
1747,Hyundai i20 1.4 CRDi Magna,2011,Diesel,"73,900 kms",1396 CC,First Owner,Manual,3.4 Lakh*
1748,Mercedes-Benz CLS 250 CDI,2013,Diesel,"70,000 kms",2143 CC,First Owner,Automatic,15.75 Lakh*
1749,Maruti Swift VXI,2018,Petrol,"19,450 kms",1197 CC,First Owner,Manual,5.9 Lakh*
1750,Mahindra XUV500 W10 AWD,2016,Diesel,"79,000 kms",2179 CC,First Owner,Manual,12.7 Lakh*
1751,Hyundai i10 Sportz AT,2011,Petrol,"37,000 kms",1197 CC,First Owner,Automatic,3.5 Lakh*
1752,Mercedes-Benz A Class A180 CDI,2014,Diesel,"55,000 kms",2143 CC,Second Owner,Automatic,13.5 Lakh*
1753,Nissan Terrano XV 110 PS,2015,Diesel,"65,000 kms",1461 CC,First Owner,Manual,6.75 Lakh*
1754,Jeep Compass 1.4 Limited Plus,2020,Petrol,"5,000 kms",1368 CC,First Owner,Automatic,22.9 Lakh*
1755,Maruti Ciaz VDi,2017,Diesel,"89,568 kms",1248 CC,First Owner,Manual,7.5 Lakh*
1756,Honda City i VTEC V,2016,Petrol,"46,000 kms",1497 CC,First Owner,Manual,7.45 Lakh*
1757,Honda WR-V i-VTEC VX,2017,Petrol,"45,000 kms",1199 CC,First Owner,Manual,8 Lakh*
1758,Renault KWID RXL,2018,Petrol,"25,000 kms",799 CC,First Owner,Manual,3.55 Lakh*
1759,Honda Brio V MT,2014,Petrol,"55,000 kms",1198 CC,First Owner,Manual,3.75 Lakh*
1760,Nissan Micra Diesel XL,2016,Diesel,"63,000 kms",1461 CC,First Owner,Manual,4.5 Lakh*
1761,Toyota Innova Crysta 2016-2020 2.4 VX MT 8S BSIV,2016,Diesel,"77,000 kms",2393 CC,First Owner,Manual,17.2 Lakh*
1762,Toyota Fortuner 4x4 AT,2014,Diesel,"69,000 kms",2982 CC,First Owner,Automatic,17.9 Lakh*
1763,Maruti XL6 Alpha AT,2020,Petrol,"23,800 kms",1462 CC,First Owner,Automatic,12 Lakh*
1764,Hyundai i10 Era,2012,Petrol,"97,000 kms",1086 CC,First Owner,Manual,2.8 Lakh*
